starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 28 20:36:51 2015	1443452811	1	21	22	20
Mon Sep 28 20:36:52 2015	1443452812	2	20	22	19
Mon Sep 28 20:36:50 2015	1443452810	1	22	22	21
Mon Sep 28 20:36:50 2015	1443452810	1	21	22	21
Mon Sep 28 20:36:51 2015	1443452811	3	19	22	18
Mon Sep 28 20:36:52 2015	1443452812	1	21	22	21
Mon Sep 28 20:36:52 2015	1443452812	1	21	22	21
Mon Sep 28 20:36:51 2015	1443452811	2	21	22	20
Mon Sep 28 20:36:50 2015	1443452810	1	21	22	21
Mon Sep 28 20:36:50 2015	1443452810	1	22	22	21
Mon Sep 28 20:36:50 2015	1443452810	1	21	22	21
Mon Sep 28 20:36:52 2015	1443452812	2	20	22	19
Mon Sep 28 20:36:52 2015	1443452812	1	21	22	20
Mon Sep 28 20:36:52 2015	1443452812	1	21	22	21
Mon Sep 28 20:36:51 2015	1443452811	1	22	22	21
Mon Sep 28 20:36:52 2015	1443452812	2	21	22	20
Mon Sep 28 20:36:50 2015	1443452810	1	22	22	21
Mon Sep 28 20:36:51 2015	1443452811	1	22	22	21
Mon Sep 28 20:36:52 2015	1443452812	2	20	22	20
Mon Sep 28 20:36:52 2015	1443452812	1	22	22	21
Mon Sep 28 20:36:51 2015	1443452811	1	22	22	21
Mon Sep 28 20:36:51 2015	1443452811	1	22	22	22
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	21
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	22
Mon Sep 28 20:36:52 2015	1443452812	2	21	23	20
Mon Sep 28 20:36:52 2015	1443452812	2	21	23	20
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	21
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	21
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	21
Mon Sep 28 20:36:50 2015	1443452810	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	21
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	22
Mon Sep 28 20:36:52 2015	1443452812	2	21	23	21
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	22
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	21
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	0	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	22
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	23	23	22
Mon Sep 28 20:36:52 2015	1443452812	1	23	23	22
Mon Sep 28 20:36:52 2015	1443452812	0	23	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	23	23	22
Mon Sep 28 20:36:52 2015	1443452812	1	22	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	23	23	22
Mon Sep 28 20:36:51 2015	1443452811	2	21	23	20
Mon Sep 28 20:36:50 2015	1443452810	1	23	23	22
Mon Sep 28 20:36:52 2015	1443452812	1	23	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	23	23	22
Mon Sep 28 20:36:52 2015	1443452812	1	23	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	23	23	22
Mon Sep 28 20:36:51 2015	1443452811	1	23	23	22
Mon Sep 28 20:36:51 2015	1443452811	2	21	24	21
