starttime	seconds	ctime	dtime	ttime	wait
Tue Sep 08 10:09:26 2015	1441687166	3	35	38	35
Tue Sep 08 10:09:26 2015	1441687166	2	36	38	36
Tue Sep 08 10:09:26 2015	1441687166	1	37	38	36
Tue Sep 08 10:09:26 2015	1441687166	1	37	38	37
Tue Sep 08 10:09:26 2015	1441687166	2	37	38	36
Tue Sep 08 10:09:25 2015	1441687165	3	35	38	34
Tue Sep 08 10:09:25 2015	1441687165	1	38	38	37
Tue Sep 08 10:09:26 2015	1441687166	1	38	38	37
Tue Sep 08 10:09:26 2015	1441687166	2	37	38	36
Tue Sep 08 10:09:25 2015	1441687165	1	37	38	37
Tue Sep 08 10:09:25 2015	1441687165	1	37	38	37
Tue Sep 08 10:09:25 2015	1441687165	2	37	38	36
Tue Sep 08 10:09:26 2015	1441687166	1	38	38	37
Tue Sep 08 10:09:26 2015	1441687166	3	35	38	34
Tue Sep 08 10:09:26 2015	1441687166	1	38	38	37
Tue Sep 08 10:09:26 2015	1441687166	1	38	38	37
Tue Sep 08 10:09:27 2015	1441687167	2	37	38	36
Tue Sep 08 10:09:26 2015	1441687166	1	38	38	37
Tue Sep 08 10:09:27 2015	1441687167	3	36	39	35
Tue Sep 08 10:09:25 2015	1441687165	3	36	39	35
Tue Sep 08 10:09:25 2015	1441687165	2	36	39	36
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	37
Tue Sep 08 10:09:27 2015	1441687167	1	37	39	37
Tue Sep 08 10:09:28 2015	1441687168	2	36	39	36
Tue Sep 08 10:09:25 2015	1441687165	3	36	39	35
Tue Sep 08 10:09:28 2015	1441687168	1	38	39	37
Tue Sep 08 10:09:27 2015	1441687167	1	38	39	37
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	37
Tue Sep 08 10:09:27 2015	1441687167	2	36	39	35
Tue Sep 08 10:09:27 2015	1441687167	3	36	39	35
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	37
Tue Sep 08 10:09:27 2015	1441687167	4	35	39	34
Tue Sep 08 10:09:26 2015	1441687166	0	38	39	37
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	37
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	38
Tue Sep 08 10:09:25 2015	1441687165	0	38	39	38
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	37
Tue Sep 08 10:09:27 2015	1441687167	3	36	39	36
Tue Sep 08 10:09:27 2015	1441687167	0	38	39	38
Tue Sep 08 10:09:25 2015	1441687165	2	37	39	36
Tue Sep 08 10:09:26 2015	1441687166	1	39	39	38
Tue Sep 08 10:09:25 2015	1441687165	2	37	39	36
Tue Sep 08 10:09:25 2015	1441687165	1	39	39	38
Tue Sep 08 10:09:25 2015	1441687165	1	38	39	38
Tue Sep 08 10:09:27 2015	1441687167	2	38	39	37
Tue Sep 08 10:09:25 2015	1441687165	2	37	39	34
Tue Sep 08 10:09:28 2015	1441687168	1	39	39	38
Tue Sep 08 10:09:27 2015	1441687167	1	38	39	38
Tue Sep 08 10:09:24 2015	1441687164	2	38	39	37
Tue Sep 08 10:09:25 2015	1441687165	3	37	39	36
Tue Sep 08 10:09:26 2015	1441687166	2	37	39	36
Tue Sep 08 10:09:25 2015	1441687165	2	38	39	37
Tue Sep 08 10:09:26 2015	1441687166	1	38	39	38
Tue Sep 08 10:09:26 2015	1441687166	4	36	40	35
Tue Sep 08 10:09:27 2015	1441687167	2	37	40	37
